resume,이력서,1
applicant,"지원자, 신청자",2
requirement,"필요조건, 요건",3
meet,"(필요,요구 등을)만족시키다",4
qualified,"자격있는, 적격의",5
candidate,"후보자, 지원자",6
confidence,"확신, 자신, 신임",7
highly,"매우, 대단히",8
professional,"전문적인, 직업의, 전문가",9
interview,"면접, 면접을 보다",10
hire,고용하다,11
training,"교육, 훈련",12
reference,"추천서, 참고",13
position,"일자리, 직책, 두다",14
achievement,"성취, 달성",15
impressed,"인상 깊게 생각하는, 감명을 받은",16
excellent,훌륭한,17
eligible,"자격이 있는, 적격의",18
identify,"알아보다, 확인하다",19
associate,관련시키다,20
condition,조건,21
employment,고용,22
lack,"~이 없다, 부족",23
managerial,관리의,24
diligent,성실한,25
familiar,"익숙한, 친숙한",26
proficiency,"숙달, 능숙",27
prospective,"장래의, 미래의",28
appeal,"관심을 끌다, 매력적이다",29
specialize,"~을 전공하다, 전문적으로 다루다",30
apprehensive,"걱정하는, 염려하는",31
consultant,"고문, 컨설턴트",32
entitle,자격을 주다,33
degree,학위,34
payroll,"임금대장, 금료명부",35
recruit,(신입사원등을)모집하다,36
certification,"증명서, 증명",37
occupation,직업,38
wage,"임금, 급료",39
attire,"복장, 옷차림새",40
code,"규범, 관례;암호",41
concern,"우려, 걱정, 문제, 일, ~을 걱정스럽게 하다; 영향을 미치다, 관련되다.",42
policy,"규정; 보험, 증권",43
comply,"준수하다, 따르다",44
regulation,규정,45
exception,예외,46
adhere,"지키다, 고수하다",47
severely,"엄격하게, 심하게",48
refrain,"자제하다, 삼가다",49
permission,"허락, 허가",50
access,"이용권한, 접근;통로, ~에 접근하다, 도달하다",51
thoroughly,"철저하게, 완전히, 대단히",52
revise,"(의견, 계획을)수정하다, 변경하다",53
approach,"접근법, 처리방법",54
approval,"승인, 인가",55
form,"종류, 유형, 양식",56
immediately,"즉시, 곧",57
inspection,"점검, 검사",58
arrangement,"준비, 마련, 주선",59
procedure,절차,60
negative,"부정적인, 비관적인",61
mandate,"명령하다, 지시하다, 권한, 지시, 명령",62
effect,"(법률등의)효력, 효과, 영향, 결과로서 ~을 가져오다",63
drastically,"심하게, 과감하게, 철저하게",64
according to,~에 따라,65
enable,(무엇을)가능하게 하다,66
standard,"기준, 표준",67
constant,"지속적인, 끊임없이 계속하는",68
act,"법령, 결의서; 행위, 행동, 결정하다, 판결을 내리다, 행동하다",69
compensation,"보상금, 보상",70
ban,"금지, 금지하다",71
obligation,"의무, 책임",72
authorize,"~을 인가하다, 권한을 부여하다.",73
prohibit,금지하다,74
abolish,"(제도, 법률등을)폐지하다",75
enforce,"(법률을)시행하다, 집행하다",76
habit,"습관, 버릇",77
lagislation,"법률, 법규",78
restrict,"한정하다, 제한하다",79
accustomed,익숙한,80
corporatiion,"주식회사, 법인",81
demanding,"요구가 많은, 힘든",82
colleague,동료,83
division,부서,84
request,"요청, 요청하다",85
efficiently,효율적으로,86
manage,~을 경영하다; 가까스로 하다,87
submit,제출하다,88
directly,곧바로,89
remind,"~에게 상기시키다, 일깨우다",90
instruct,"지시하다, 가르치다",91
deadline,"마감일, 마감 시간",92
sample,"견본, 샘플, 표본
시식하다, (견본으로 질을)시험하다",93
notify,"~에게 통지하다, 알리다",94
perform,"행하다, 실행하다",95
monitor,"감독하다, 감시하다, 실행하다",96
deserve,"~할 만하다, ~할 가치가 있다",97
assignment,"일, 임무, 과제",98
entire,전체의,99
release,"발표하다, 공개하다, 출시, 발매",100
extension,"연장, 연기; (전화의)내선",101
electronically,"컴퓨터 통신망으로, 컴퓨터로",102
attendance,"출석, 출근",103
absolutely,"절대적으로, 완전히",104
delegate,(권한등을)위임하다. 대표,105
attentively,"주의 깊게, 조심스럽게",106
supervision,감독,107
workshop,"워크숍, 연수",108
draw,"끌다, 끌어당기다",109
revision,"수정, 개정",110
reluctantly,"마지못해, 꺼려하여",111
acquaint,"~에게 숙지시키다, 잘 알게 하다",112
convey,(용건을)전달하다,113
check,"검사하다, 조사하다, 확인하다",114
headquarters,본부,115
file,"(서류를)정리하다, 철하다;
(서류, 신청, 고소 등을)정식으로 제기하다, 제출하다",116
oversee,"감독하다 (foresee예견하다, oversea해외의)",117
involved,"관여하는, 관계된, 연루된",118
concentrate,"집중하다, 집중시키다",119
lax,"(행동 등이)느슨한, 규율에 못 미치는",120
procrastinate,"미루다, 꾸물거리다",121
combined,"결합된, 합동의",122
accomplish,성취하다,123
voluntarily,자발적으로,124
undertake,(일을)떠맡다,125
assume,"(증거는 없으나)사실이라고 생각하다;
(책임,역할을)맡다",126
occasionally,"가끔, 때때로",127
employee,"직원, 고용인",128
assist,"돕다, 조력하다",129
satisfied,"만족하는, 만족스러워하는",130
manner,"방식, 태도",131
responsible,"책임이 있는, 책임져야 할",132
conduct,(업무 등을)수행하다,133
adjust,적응하다,134
personnel,"(집합적)직원, 인원; 인사과",135
agree,동의하다,136
supervise,"감독하다, 지도하다",137
coworker,"동료, 협력자",138
direct,"~에게 길을 안내하다, 가르쳐 주다",139
confidential,"기밀의, 내밀한",140
assign,"배정하다, 할당하다",141
leading,"선도적인, 일류의, 가장 중요한, 선두적인",142
formal,격식을 갖춘,143
remove,"해임하다, 제거하다",144
collect,모으다,145
coordinate,조정하다,146
hardly,거의~하지않다,147
abstract,"추상적인, 막연한",148
directory,주소록,149
accountable,책임이 있는,150
skillfully,"능숙하게, 솜씨있게",151
exclusive,"독점적인, 배타적인",152
intention,"의지, 의향",153
transform,"바꾸다, 변모시키다",154
respectful,"정중한, 존중하는",155
duplicate,사본,156
contrary,반대,157
disturbing,"충격적인, 불안감을 주는, 방해하는",158
engage,"관여하다, 종사하다",159
foster,"촉진하다, 육성하다",160
neutrality,"중립성, 중립",161
widely,널리,162
sophisticated,"(기계가)정교한, 복잡한; 세련된",163
timely,"시기적절한, 때를 맞춘",164
realistically,현실적으로,165
promptly,즉시; 정각에,166
accessible,출입할 수 있는; 이용할 수 있는,167
implement,"실시하다, 실행하다",168
feedback,"의견, 반응",169
outstanding,우수한; (부채 등이)미지불된,170
inform,~에게 알리다,171
replacement,"교체, 후임자",172
announcement,"공고, 발표",173
department,"(조직, 기구의)부서",174
permanently,"영구적으로, 불변으로",175
fulfill,"(조건을)만족시키다, (약속, 의무등을)지키다, 이행하다",176
outline,"개요, 설명하다, 약술하다",177
explain,설명하다,178
contain,포함하다,179
compile,(자료 등을)편집하다; 모으다,180
subsequent,"차후의, 그 다음의",181
overview,"개요, 개관",182
provider,"공급자, 제공자",183
matter,"문제, 일",184
expertise,"전문지식, 전문기술",185
demonstrate,"증명하다; (모형, 실험등으로)설명하다",186
remainder,나머지,187
essential,"필수적인, 극히 중요한, 본질적인",188
divide,"분배하다, 나누다",189
major,"주요한, 중대한",190
compliance,"(명령, 법규에의)준수",191
clarify,명확하게 하다,192
face,"(문제 등에)직면하다; 향하다, 마주보다",193
follow,~을 따라가다; 주시하다; (분명히)이해하다,194
aspect,"관점, 국면",195
apparently,"보기에 ~한 듯한, 외관상으로는",196
aware,"알고 있는, 인식하고 있는",197
extended,"(기간 등을)연장한, 장기간에 걸친",198
accidentally,"뜻하지 않게, 우연히",199
advisable,"바람직한, 합당한",200
concerned,"염려하는, 걱정하는; 관련된",201
speak,이야기 하다,202
collection,"소장품, 수집물; 징수, 수금",203
exhibition,전시회,204
celebrity,"유명인사, 명사",205
live,"(라디오, TV가)생방송인",206
improvise,"(연주, 연설 등을)즉흥적으로 하다, 즉석에서 만들다.",207
popular,인기있는,208
donation,"기증, 기부",209
alumni,"동창생들, 졸업생들",210
present,"제시하다, 현재의, 참석한",211
admission,입장,212
banquet,"연회, 만찬",213
anniversary,기념일,214
required,"필수의, 의무적인",215
succeed,"성공하다, 뒤를 잇다",216
rest,"쉬다,휴식, 나머지",217
fund-raising,모금,218
resume,"재개하다, 다시 시작하다",219
issue,"(출판물의)제 ~호; 문제, 쟁점",220
subscription,(정기발행물의) 구독,221
appear,"나타나다, 출현하다",222
accompany,"동행하다, 동반하다",223
edition,(간행물의)판,224
specifically,"명확하게, 분명히; 특히, 특별히",225
anonymous,"익명의, 이름을 모르는",226
commit,"헌신하다, 전념하다",227
information,"유익한, 정보를 주는",228
audience,"청중, 관중",229
author,"작가, 저자",230
note,주목하다; 특별히 언급하다.,231
antique,골동품,232
manuscript,원고,233
beneficial,"유익한, 이로운",234
upcoming,"곧 있을, 다가오는",235
lend,빌려주다,236
current,"현재의,; 현행의, 통용되는",237
local,"지방의, 고장의",238
variety,"다양성, 변화",239
advocate,옹호자,240
contributor,"기고가, 공헌자",241
defy,"저항하다; (설명,묘사등이)거의 불가능하다",242
fascinating,"매혹적인, 황홀한",243
showing,"(영화, 연극의)상영; 전시",244
survey,설문조사,245
analysis,분석,246
respondent,응답자,247
competition,경쟁,248
consistently,"항상, 일관되게",249
demand,"수요, 요구하다",250
do one's utmost,전력을 다하다,251
expand,"확장하다, 확대하다",252
advanced,"고급의; 진보한, 앞선",253
postpone,"연기하다, 뒤로 미루다",254
additional,"추가의, 부가적인",255
appreciate,고맙게 생각하다; 높이 평가하다; 감상하다,256
demonstration,"설명; 드러냄, 시연",257
buy,"사다, 구입하다",258
examine,조사하다,259
effective,"효과적인; (법률 등이)발표되는, 시행되는",260
like,좋아하다,261
especially,특히,262
closely,"면밀히, 엄밀히",263
reserve,"예약하다, 지정하다; 보존하다",264
cooperate,"협력하다, 협동하다",265
very,"매우, 대단히, 아주",266
consecutive,연속적인,267
expectation,"예상, 기대",268
publicize,"공표하다; 광고하다, 선전하다",269
raise,"높이다, 올리다; (의문을)제기하다",270
extremely,"극도로, 대단히",271
affect,"~에 영향을 미치다, 불리하게 작용하다",272
target,"목표, 목표로 삼다",273
campaign,"운동, 캠페인",274
probable,"개연성이 높은, 유망한",275
focus,"집중시키다, 집중하다",276
seasonal,"계절의, 계절적인",277
impact,"영향, 충격",278
comparison,비교,279
gap,격차,280
mounting,"증가하는, 오르는",281
reflective,반영하는,282
advertisement,광고,283
marginal,약간의; 주변의,284
customer,고객,285
influence,"~에 영향을 주다, 영향",286
instantly,"즉각적으로, 즉시",287
creative,"창조적인, 독창적인",288
aggressively,적극적으로,289
aim,"~을 겨누다, 목표, 목적",290
strategy,전략,291
indicate,"보여주다, 나타내다",292
attract,"끌다, 유인하다",293
experience,"경험, 체험, 체험하다, 경험하다",294
analyze,"분석하다, 분석적으로 검토하다",295
introduce,"(신제품을)발표하다, 소개하다",296
advise,"조언해주다, 충고하다",297
subscribe,구독하다,298
absence,"부재; 결근, 결석",299
means,"방법, 수단",300
prefer,"(다른 것보다)~을 더 좋아하다, 선호하다",301
advantage,"이점, 강점",302
forward,"앞으로, (물건, 정보를)보내다",303
contemporary,"동시대의; 현대의, 당대의",304
discussion,"토론, 토의",305
initial,"처음의, 최초의",306
steadily,착실하게; 꾸준히,307
necessarily,반드시,308
resolve,(문제 등을)해결하다,309
detect,"간파하다, 탐지하다",310
intensify,"강화하다, 증대하다, 강렬하게 만들다.",311
favorably,호의적으로; 순조롭게,312
cover,포함하다; 지불하다; 덮다,313
less,"보다 적은, 덜한",314
majority,"대부분, 대다수",315
adopt,채택하다,316
largely,"주로, 대부분",317
disregard,"소홀히 하다, 무시하다",318
effort,노력,319
incentive,"혜택, 장려금",320
need,"필요, 요구, 욕구, ~할 필요가 있다.",321
mastermind,"(계획 등의)입안자, 지도자",322
stagnant,"침체된, 불경기의, (stagnance침체, 정체, 불황)",323
dramatically,극적으로,324
brisk,"활발한, 호황의",325
unstable,"불안정한, 변하기 쉬운",326
rapidly,"급속히, 빨리",327
soar,"(물가 등이)폭등하다, 높이 치솟다",328
assert,"단언하다, 주장하다 (assertion 단언, 주장)",329
boost,"(경기를)부양시키다, 상승시키다",330
analyst,분석가,331
potential,잠재적인,332
pleased,"만족해하는, 기쁜",333
remain,계속~한 상태이다; 아직 ~해야한다,334
limited,"제한된, 한정된",335
costly,"비용이 많이 드는, 손실이 큰",336
particular,"특정한, 독특한, 세심한 (partocularly 특히)",337
drastic,"과감한, 급격한",338
evenly,"고르게, 균등하게",339
evidence,증거,340
prospect,"전망, 예상 (prospective 장래의, 미래의, 기대되는)",341
lead,"이글다, 지휘하다; (어떤 결과에)이르다",342
fall,"(값, 가치가)하락하다",343
period,"기간, 시기",344
indicator,"지표, 지수",345
industry,산업,346
likely,~할 것 같은,347
boom,"붐, 호황",348
director,"임원, 책임자",349
substitute,"대용품, 대신하다(substitution 대용, 대체)",350
consequence,결과,351
fairly,"상당히, 꽤",352
economical,"경제적인, 절약되는",353
thrive,"번영하다, 성공하다",354
implication,"영향, 밀접한 관계 (implicate 관련시키다, 관련되었음을 나타내다)",355
wane,"감소, 감퇴",356
prosperity,번영 (prosper 번영하다),357
depression,"불황 (depress 하락시키다, 약하게하다)",358
dwindle,"줄어들다, 감소되다",359
impede,"저해하다, 방해하다",360
promising,"유망한, 전망이 좋은",361
adversity,"역경, 불운",362
purchase,"구매하다, 구매",363
installment,할부,364
affordable,"(가격이)알맞은, 감당할 수 있는",365
exactly,정확히,366
auction,경매,367
authentic,"진정한, 진짜의, 진품의",368
charge,"요금,청구,금액;책임,의무
~을 청구하다; (외상으로)달아놓다",369
notice,"통지, 공고",370
experienced,"경험이 있는, 노련한, 능숙한",371
instruction,"설명, 지시 (instruct 가르치다, 지시하다, instructor교사, 강사)",372
expert,"전문가, 전문가의, 전문적인",373
warranty,"(품질 등의)보증, 보증서",374
refund,"환불, 환불금",375
subscriber,"가입자, 구독자",376
delivery,배달,377
price,가격,378
receipt,영수증,379
offer,"제공하다, 제공,오퍼",380
carefully,"주의깊게, 신중히",381
benefit,"혜택, 이익, 혜택을 보다, 이익을 얻다",382
exclusively,"오로지, 독점적으로",383
description,"(제품등의)설명, 해설",384
relatively,상대적으로,385
spare,"아끼다, 할애하다, 예비의, 여분의",386
preparation,"준비, 대비",387
area,"지역, 구역",388
clearance,"정리, 없애기; 허가",389
alter,"(성질, 형상을)고치다, 바꾸다",390
apply,적용하다; 지원하다,391
mutually,"서로, 상호 간에 (mutuality 상호관계, 상호의존)",392
method,"방식, 방법",393
acceptable,"용인되는, 받아들일 수 있는;
훌륭한, 만족스러운",394
desire,"욕구, 갈망, 원하다, 바라다",395
redeemable,"(현금,상품과)교환할 수 있는, 환급할 수 있는( redeem 상환하다)",396
officially,공식적으로,397
consumption,"소비(량), 소모 (consumptive 소모적인)",398
qualify,~의 자격을 얻다,399
fabric,"섬유, 천",400
valid,유효한,401
vendor,"노점상, 가판대; 판매업체",402
research,"연구, 조사",403
devise,"고안하다, 발명하다",404
revolutionary,혁명적인,405
innovative,혁신적인,406
feature,"특징, 특색, 특징으로 삼다, 특별히 포함하다",407
inspiration,영감,408
sufficiently,"충분히(sufficient 충분한, 충분)",409
patent,"특허, 특허권, 특허품",410
envision,"(장래의 일 등을)계획하다, 상상하다",411
extend,"연장하다; (기간을)늘리다;
(감사의 뜻을)말하다, 베풀다",412
following,"~후에, 다음의, 다음에 오는",413
intend,~할 작정이다; 의도하다,414
grant,"(인정하여 정식으로)수여하다, 주다,
(연구비, 장학금등의)보조금",415
allow,"~하게 하다, ~을 허락하다",416
inspect,"~을 검사하다, 조사하다",417
improve,"향상시키다, 개선하다",418
increasingly,"점점, 더욱 더",419
invest,"투자하다, 운용하다",420
various,"여러 가지의, 가지각색의",421
upgrade,"업그레이드, 개량형
업그레이드하다, 개선하다",422
manual,"설명서, 안내서",423
explore,"조사하다, 탐구하다",424
response,"응답, 대답",425
appearance,"외관, 외모",426
successful,"성공적인, 성공한",427
hold,"~을 수용하다, ~을 담다;
(회의 등을)개최하다, 열다",428
advance,"진보, 전진",429
reliable,"믿을 만한, 신뢰할 수 있는",430
quality,"품질, 질",431
domestic,"국내의, 국산의",432
development,"개발, 발전",433
availability,"(입수)가능성, 유효성, 유용성",434
update,"갱신, 개정, 갱신하다,
최신의 것으로 하다",435
accurate,정확한,436
complicate,복잡한(complicatedly복잡하게),437
accomplished,"숙련된, 노련한",438
inquiry,"문의, 질문",439
indication,"징후, 조짐",440
manufacturer,"제조회사, 제조업자",441
compatible,"호환되는, 양립할 수 있는(compatibility 양립성, 호환성)",442
superior,"우수한, 상급의",443
absolute,"완전한, 완전무결한",444
broaden,넓히다,445
corrosion,부식,446
epuipment,"장비, 설비",447
automate,자동화하다,448
specification,"명세서, 설명서, 사양",449
properly,"제대로, 정확하게",450
safety,안전,451
precaution,"예방조치, 예방책",452
operate,"(기계 등이)작동하다, 움직이다",453
processing,"가공, 처리(process 과정, 진행, 처리하다)",454
capacity,"용량, 수용력; 역할",455
assemble,"(부품,기계 등을)조립하다;
(사람을)모으다",456
utilize,"이용하다, 활용하다",457
place,"~을-한 상태에 두다;
(지시,주문,신청등을)하다",458
fill,~을 채우다; (주문대로)이행하다,459
manufacturing,제조(업)의,460
renovate,"(낡은 건물, 가구등을)개조하다,
수리하다, 보수하다",461
decision,"결정, 판단",462
material,"재료, 물질",463
success,"성과, 성공",464
attribute,(원인을)~의 덕분으로 돌리다,465
efficiency,"효율, 능률",466
limit,"한계, 제한",467
tailored,"맞춤의, 주문에 따라 맞춘",468
component,"부품, (구성)요소",469
capable,"~을 할 수 있는, ~할 능력이 있는",470
economize,"절약하다, 아끼다",471
flexible,"융통성 있는; 유연한, 잘 구부러지는",472
comparable,"필적하는, 비교되는",473
produce,생산하다,474
respectively,"각각, 따로(respective 각각의)",475
device,장치,476
trim,"(깍아)다듬다, 없애다; 삭감하다",477
launch,(신제품을)출시하다,478
separately,"개별적으로, 따로따로",479
expiration,"(기간,임기 등의)만료, 만기",480
maneuver,"이동시키다, 움직이다",481
coming,다가오는,482
damaged,"손상된, 손해를 입은",483
prevent,"~을 막다, ~을 예방하다",484
power,"전력, 전기",485
chemical,화학제품,486
complaint,불평,487
deal,처리하다; 거래하다; 분배하다,488
argumentative,"논쟁적인, 논쟁을 좋아하는",489
appropriately,적절하게(appropriate 적합한),490
respond,응답하다,491
infuriate,"화나게하다, 격분시키다",492
curteous,예의바른,493
satisfaction,만족,494
inconvenience,"불편, ~에게 불편을 느끼게 하다",495
complete,"완료하다, 완성하다, 완료된, 완성된",496
specific,"구체적인, 명확한",497
return,"반환하다, 반송하다",498
replace,"~을 교체하다, 대체하다",499
presentation,발표,500
evaluation,평가,501
confident,자신 있는,502
cause,"~을 야기하다, ~의 원인이 되다
원인",503
commentary,"해설, 설명(comment 해설하다,논평, 주석을달다)",504
notification,통지,505
apologize,사과하다,506
interact,"소통하다, 교류하다; 상호작용을 하다",507
certain,"확신하는, 확실한; 특정한",508
commitment,"헌신, 전념",509
applaud,~에게 박수를 보내다; 칭찬하다,510
biography,"약력, 전기",511
critical,비판적인; 중요한; 위기의,512
depend on,"~에 달려 있다, ~에게 의존하다",513
combine,결합시키다,514
priority,"우선권, 우선사항",515
observe,"관찰하다, 주시하다;
(규칙 등을)준수하다, 지키다",516
defective,결함이 있는,517
reflect,"반영하다, 나타내다",518
attitude,"태도, 마음가짐",519
disappoint,실망시키다,520
inquire,"문의하다, 질문하다",521
insert,삽입하다,522
disclose,"공개하다, 드러내다",523
guarantee,"보장하다, 보장",524
politely,"공손하게, 예의바르게",525
seriously,진지하게,526
international,국제적인,527
attraction,관광 명소,528
itinerary,여행 일정,529
exotic,"이국적인, 매혹적인",530
diverse,다양한,531
superb,"최고의, 뛰어난",532
baggage,수화물,533
destination,목적지,534
missing,"분실된, 없어진",535
locate,"(~의 위치를)찾아내다;
~을 위치시키다",536
approximately,대략,537
duty,"관세,세금; 직무,의무",538
process,"과정, 처리하다",539
board,"탑승하다, 이사회",540
comfortable,편안한,541
declare,(세관에서)신고하다,542
specify,"명시하다 (specification 열거, 명시, 명세서)",543
depart,출발하다,544
emergency,"비상시, 비상 사태",545
passenger,승객,546
outgoing,"(장소를)출발하는, 떠나는;
(지위를)떠나는",547
tighly,"단단히, 꽉",548
tour,"(공장,시설 등의)견학, 짧은 여행",549
carrier,"항공사, 수송기, 수송 회사",550
customarily,"관례상, 습관적으로",551
confuse,"혼란시키다 (refuse 거절하다, 거부하다)",552
arrive,도착하다,553
brochure,"(홍보용)소책자, 브로셔",554
involve,"수반하다, 포함하다; 참여시키다",555
ship,"(배나 다른 운송 수단으로)운송하다, 수송하다, 선박, 배",556
suitcase,여행가방,557
unavailable,"이용할 수 없는, 구할 수 없는",558
fill out/in,"(서류에)기입하다, 적어 넣다",559
customs,세관,560
away,떨어져서,561
dramatic,"멋진, 극적인; 급격한",562
hospitality,"환대, 친절",563
indulge,"빠지다, 탐닉하다",564
proximity,"가까움, 근접함",565
seating,(집합적)좌석 설비; 좌석 배열,566
unlimited,무제한의,567
proposal,"제안, 계획",568
alliance,"동맹, 제휴",569
stipulation,계약 조건,570
term,"조건; 임기, 기한",571
compromise,"타협, 화해",572
negotiation,"협상, 교섭",573
agreement,"계약, 협정; 합의",574
deadlock,교착 상태,575
review,"검토하다, 재조사하다",576
contract,"계약(서),계약하다, 수축하다",577
signature,서명,578
originally,"원래, 처음에는",579
direction,"방향, 지시, 감독",580
initially,"처음에, 초기에",581
expire,(계약등이)만료되다,582
collaborate,"협력하다, 공동으로 일하다",583
dedicate,"전념하다, 헌신하다, 바치다(indicate 나타내다)",584
revised,"수정된, 변경된",585
imperative,"반드시 해야 하는, 필수적인",586
cooperatively,"협력하여, 협조적으로",587
commission,"수수료, 커미션; 위원회
(일 등을)의뢰하다, 주문하다",588
omit,"빠뜨리다, 생략하다",589
conflict,"대립, 충돌, 갈등",590
renew,(계약 등을)갱신하다,591
proficient,"능숙한, 능한",592
confidentiality,"기밀, 비밀",593
dispute,"분쟁, 논쟁",594
objection,"반대, 이익",595
define,"규정하다, 정의하다",596
impression,인상,597
security,"보안, 안전, 보호",598
option,선택권,599
proceed,"(일을)진행하다, 진척되다",600
modify,"수정하다, 일부 변경하다",601
narrow,(범위 등을)좁히다,602
bid,입찰,603
settle,"해결하다, 처리하다",604
terminate,"끝내다, 종결시키다",605
challenging,"도전적인, 힘든",606
foundation,"토대, 기초",607
completely,"전적으로, 완전히",608
refuse,거절하다,609
temporarily,"일시적으로
(temporary 일시적인, 잠정적인, 임시고용인)",610
dealer,"판매업자, 상인",611
bulk,대량의,612
inventory,"재고품, 재고목록",613
short,부족한,614
cost,비용,615
selection,"선택된 것, 정선품",616
commercial,"상업의, 상업적인, 광고",617
order,"주문하다, 주문, 주문품",618
provide,"공급하다, 제공하다",619
contact,"~와 연락하다,
(상업적 목적으로)교섭하고 있는 사람",620
invoice,송장,621
move,"옮기다, 움직이다, 조치, 수단;
이동, 이사",622
supply,"공급하다, 공급; (-s)비품, 소모품",623
discount,할인,624
distribute,"배포하다, 배급하다",625
acquisition,인수; 구입한 것,626
assure,"~에게 보장하다, ~을 안심시키다, 장담하다",627
subject,"~의 영향을 받기 쉬운;
(동의 등을)조건으로 하는,
~에게(~을) 받게 하다",628
